Date,Actual_Close,Predicted_Close,Predicted_Close_Minimum,Predicted_Close_Maximum,Percent_Change_from_Close,Actual_Up_Down,Predicted_Up_Down,Company
2022-07-04,420.299988,,,,,Down,nan,WIPRO.NS
2022-07-05,413.600006,415.3378149504982,398.95513883582885,431.56413109381555,-0.42016656800972574,Down,Down,WIPRO.NS
2022-07-06,416.049988,415.571831233627,400.42529371371904,430.8076541525383,0.11492772026542883,Up,Up,WIPRO.NS
2022-07-07,420.799988,412.35487495434666,397.18024323391677,429.0010583160435,2.006918556673849,Up,Down,WIPRO.NS
2022-07-08,419.100006,416.27997373019997,401.6111908890869,432.4629468687454,0.6728781268020401,Down,Up,WIPRO.NS
2022-07-11,411.200012,404.77456452162136,388.7115117074999,420.73502820864303,1.5626087769614796,Down,Down,WIPRO.NS
2022-07-12,409.149994,408.00364431073683,391.6423038016162,424.2039271771021,0.28017834683462345,Down,Up,WIPRO.NS
2022-07-13,406.700012,404.96795674411777,389.157026406177,420.88936636719717,0.4258803060675209,Down,Down,WIPRO.NS
2022-07-14,401.450012,408.59789960925775,393.1967077196903,423.28763132441935,-1.7805174730590707,Down,Up,WIPRO.NS
2022-07-15,393.850006,409.8386169131453,395.24162045793565,426.0439228348542,-4.059568533596847,Down,Up,WIPRO.NS
2022-07-18,404.75,412.45365627571726,397.0305341676557,426.88978031044377,-1.903312236125328,Up,Up,WIPRO.NS
2022-07-19,405.649994,414.5485846797824,399.78545606904356,430.20407816219875,-2.193662223937414,Up,Up,WIPRO.NS
2022-07-20,412.100006,416.3787653322527,400.0502686993808,431.8500572720624,-1.0382817932433417,Up,Up,WIPRO.NS
2022-07-21,414.0,417.359725819427,401.15697533560683,432.86342111391025,-0.8115279757070079,Up,Up,WIPRO.NS
2022-07-22,410.850006,422.72719651598544,406.7456346932086,438.77712435337,-2.890882400519043,Down,Up,WIPRO.NS
2022-07-25,414.799988,423.19853953666876,406.9306632388679,439.66918604784655,-2.0247231869902507,Up,Up,WIPRO.NS
2022-07-26,405.200012,419.5628982131698,404.1783832189147,434.8229168637315,-3.5446411124908255,Down,Down,WIPRO.NS
2022-07-27,406.649994,418.2378285456918,403.1487821662615,433.6906968031209,-2.8495843395221607,Up,Down,WIPRO.NS
2022-07-28,416.0,423.7781793758496,407.6853517765099,440.2140589395219,-1.8697546576561581,Up,Up,WIPRO.NS
2022-07-29,423.700012,422.5289636110031,407.84986583135657,437.8988732317946,0.27638620623803384,Up,Down,WIPRO.NS
2022-08-01,429.0,422.91533638026743,406.54015183467175,440.1163346779049,1.4183365080961694,Up,Up,WIPRO.NS
2022-08-02,429.600006,421.284489750651,405.65384362704697,437.3238770296692,1.935641558009895,Up,Down,WIPRO.NS
2022-08-03,432.350006,424.0954721280033,408.3442265614991,439.50461428166636,1.9092248774010026,Up,Up,WIPRO.NS
2022-08-04,435.5,426.2109728418123,409.9926679524376,442.6271506648378,2.1329568675517123,Up,Up,WIPRO.NS
2022-08-05,440.0,425.278461750614,411.251801971615,440.8206117256981,3.3458041475877303,Up,Down,WIPRO.NS
2022-08-08,435.850006,423.99468079994836,408.11806631136426,440.5353270778744,2.7200470429847035,Down,Down,WIPRO.NS
2022-08-10,430.149994,422.3447380032163,406.0724783055385,438.08324629312466,1.8145428584578036,Down,Down,WIPRO.NS
2022-08-11,438.450012,425.63094907140504,409.66029214914386,441.52692506008174,2.923722791138839,Up,Up,WIPRO.NS
2022-08-12,436.100006,421.9865447359222,406.8953613400162,437.5507688607584,3.236290087113134,Down,Down,WIPRO.NS
2022-08-16,437.100006,417.5016232458253,402.60938872977204,434.0262217076767,4.483729692324629,Up,Down,WIPRO.NS
2022-08-17,443.049988,418.7710836331749,403.3017944125983,434.5722122527631,5.479946964094058,Up,Up,WIPRO.NS
2022-08-18,435.049988,424.83561019915055,408.4354134892695,440.91762983396194,2.3478630232370983,Down,Up,WIPRO.NS
2022-08-19,432.450012,423.2303011336748,407.8989671900228,439.80765616529766,2.1319714673346373,Down,Down,WIPRO.NS
2022-08-22,420.0,421.9782502479333,404.5543328694878,437.78979710150975,-0.47101196379364707,Down,Down,WIPRO.NS
2022-08-23,416.649994,417.14021301061905,400.5413349511129,434.8963427890462,-0.11765727053365982,Down,Down,WIPRO.NS
2022-08-24,416.149994,413.9681947918718,397.57615006058177,431.9068451804078,0.5242819270900221,Down,Down,WIPRO.NS
2022-08-25,415.200012,417.42650319139483,400.5904936051043,433.46270646820426,-0.5362454544906935,Down,Up,WIPRO.NS
2022-08-26,417.25,411.13392085268464,395.9555019609061,426.91718840259216,1.4658068657436456,Up,Down,WIPRO.NS
